id,date,region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue
4423,07-10-2010 16.28,north,Influencer,Storage,Premium,5,1.25,0.3371,108,1326,0.0558,1.94,-0.366025404,90,614.44,142.9211008
4424,23-08-2010 15.44,North,Social Media,General,Premium,0.85,0.85,0.1925,243,3082,0.024,5.49,-1.366025404,,900.09,159.6980847
4425,30-06-2010 8.30,West,Influencer,Stationery,Premium,5.04,0.42,0.1822,209,4113,0.0136,4.56,-1,14,330.46,224.9793739
4426,28-04-2010 16.49,North,Socail Media,General,Premium,11.7,1.95,0.1361,201,3971,0,1.91,0.366025404,7,358.31,125.6032246
4427,24-05-2010 15.57,North,Affiliate,General,Standard,13.5,6.75,0.3257,266,6342,0.0322,1.13,-0.366025404,21,,83.72865122
4428,13-10-2011 12.59,North,TV,General,Premium,1.3,0.65,0.0808,361,8787,0.0062,6.18,-0.366025404,60,,150.0648822
4429,13-05-2011 11.12,North,Influencer,General,Premium,4.2,2.1,0.2005,142,1552,0.0545,2.27,-0.366025404,7,5274.09,131.8436574
4430,08-11-2010 11.45,North,Email,Kitchen,Premium,15,3.75,0.3529,173,6122,0.0303,8.94,0.366025404,30,286.22,74.45813879
4431,15-03-2010 16.02,North,Social Media,Storage,Premium,5.1,2.55,0.1001,141,6097,0.0089,2.01,1,14,72.8,125.6918937
4432,25-05-2011 14.44,North,Social Media,General,Standard,,1.25,0.2824,107,2192,0.0117,7.46,-0.366025404,7,856.19,100.2947149
4433,08-04-2010 17.51,North,Email,General,Standard,30,1.25,0.1586,249,6116,0.016,4.9,0.366025404,90,1090.6,166.4615841
4434,28-06-2010 15.22,East,Social Media,General,Budget,20.4,0.85,0.2716,798,8443,0.1048,1.7,-1,30,264.3,230.8836548
4435,03-07-2011 12.22,North,Search,Storage,Premium,3.25,3.25,0.5251,21,329,0.0298,4.05,-1.366025404,60,6917.09,46.18721712
4436,30-11-2011 9.00,North,TV,Lighting,Premium,23,5.75,0.2432,304,9156,0.0274,1.66,0.366025404,7,1515.92,100.6941927
4437,01-09-2011,North,Affiliate,General,Premium,1301.334313,2.08,0.3474,95,2064,0.0791,4.54,-1,30,77472.54,69.60757303
4438,20-10-2011 13.06,East,Affiliate,Storage,Standard,3.35,3.35,0.4223,20,744,0.0857,2.33,-0.366025404,7,509.86,67.90801851
4439,25-10-2011 13.46,North,Search,General,Premium,10.2,0.85,,332,9890,0.1345,5.45,-0.366025404,7,4619.2,206.0595867
4440,31-01-2011 9.05,North,Search,Kitchen,Premium,17.88,1.49,0.461,198,3586,0.0229,4.65,1.366025404,30,17.88,119.241935
4441,02-08-2010 11.46,North,Search,Storage,Premium,17,0.85,0.3229,393,6061,0.0152,7.19,-1.366025404,28,437.41,132.7827802
4442,22-07-2011 17.21,North,TV,General,Standard,7.95,7.95,0.2613,378,12255,0.0249,7.03,-1.366025404,30,206.35,27.58154852
4443,02-11-2011 11.43,East,Search,General,Premium,18.72,0.39,0.2653,137,3317,0.1703,2.78,0.366025404,14,5990.31,271.2280635
4444,21-09-2010 14.51,Nort,Social Media,Seasonal,Standard,,2.95,0.4485,874,13624,0.0431,1.75,-1,90,60.06,115.1578668
4445,29-10-2010 8.23,North,Search,General,Premium,16.35,5.45,0.1558,355,11508,0.0542,2.23,-0.366025404,21,16536.48,129.0326571
4446,16-03-2010 11.54,North,Affiliate,General,Premium,20.4,0.85,0.2595,67,1106,,3.84,1,90,1433.61,146.8951185
4447,19-10-2010 11.22,North,Email,General,Premium,8.25,1.65,0.3423,521,20262,0.0554,5.13,-0.366025404,28,1163.26,128.3162695
4448,23-08-2010 14.41,North,Influencer,General,Premium,5.1,2.55,0.1489,369,11209,0.0492,3.21,-1.366025404,60,806.43,126.5499673
4449,17-05-2010 10.20,North,Email,Seasonal,Premium,15,1.25,0.1089,662,18383,0.0221,2.65,-0.366025404,21,2833.14,158.6592017
4450,30-03-2011 12.02,North,Email,General,Standard,1.65,1.65,0.2609,70,1882,0.026,3.83,1,30,104.47,99.74583
4451,04-05-2011 16.29,East,TV,Storage,Premium,13.2,0.55,0.5081,767,13450,0.0309,3.66,-0.366025404,14,13692.29,183.7166891
4452,05-03-2010 11.31,North,Search,Storage,Premium,1.25,1.25,0.0842,69,1412,0.0516,6.04,1,90,174.04,143.1699931
4453,27-10-2010 14.34,North,TV,Kitchen,Premium,2.5,1.25,0.306,70,3533,0.0589,2.06,-0.366025404,7,2798.5,90.40185539
4454,22-03-2010 17.34,North,Affiliate,Storage,Premium,5.85,1.95,0.3593,978,13875,0.0271,3.95,1,28,5104.89,129.6621348
4455,22-09-2011 13.31,North,Affiliate,General,Premium,11.8,2.95,0.3998,209,3778,0.0419,6.19,-1,,2367.35,70.85426737
4456,22-02-2011 17.13,North,TV,General,Premium,17.85,5.95,0.0628,327,10813,0.0688,3.39,1.366025404,7,1093.78,91.93108197
4457,09-11-2011 13.12,North,Email,General,Premium,271.2,3.39,0.1237,421,9673,0.0665,6.07,0.366025404,28,4809.38,155.7703216
4458,25-03-2010 14.22,North,Search,General,Premium,2.95,2.95,0.0695,78,977,0.0301,6.4,1,7,1031.45,87.94948481
4459,15-09-2010 12.53,North,social Media,General,Premium,29.75,5.95,0.3969,200,4378,0.1095,4.27,-1,28,2454.16,89.09619141
4460,15-12-2009 13.21,North,Affiliate,Lighting,Premium,1.65,1.65,0.2387,132,2367,0.0956,2.01,1,14,34.75,102.5638703
4461,13-10-2010 14.52,North,Search,Storage,Premium,1329.457435,2.55,0.0662,417,3531,0.0485,3.14,-0.366025404,14,15288.64,164.2034245
4462,17-03-2010 15.24,North,TV,Seasonal,Standard,29.7,4.95,0.1762,657,11021,0.0972,3.1,1,60,274.18,134.2154585
4463,10-09-2010 10.26,North,Social Media,Storage,Premium,30.6,0.85,0.0112,344,4779,0.0186,6.99,-1,21,225.46,154.343186
4464,20-06-2010 15.32,North,Influencer,Storage,Premium,15.8,3.95,,41,1033,0.0487,3.5,-1,21,1756.34,76.1961744
4465,09-09-2010 17.16,North,Email,General,Premium,17.7,2.95,0.1745,60,2086,0.0099,2.3,-1,7,2751.22,70.90368316
4466,19-09-2010 14.07,North,Social Media,Storage,Premium,1.65,1.65,0.2176,790,15222,0.2004,1.63,-1,90,2504.75,231.9812054
4467,27-05-2010 14.38,North,Social Media,Storage,Premium,13.2,0.55,0.1871,822,12036,0.0487,1.71,-0.366025404,7,1292.91,282.6871847
4468,20-11-2011 13.40,North,Social Media,General,Standard,,2.55,0.1727,117,3756,0.0352,2.89,0.366025404,14,151.25,117.3357647
4469,26-09-2011 12.23,North,Social Media,Storage,Standard,15,1.25,0.137,689,11169,0.118,4.76,-1,60,478.74,186.5377298
4470,11-11-2011 12.11,North,Email,Storage,Premium,8.5,0.85,0.2257,365,12723,0.0337,5.13,0.366025404,14,2179.1,175.110099
4471,05-03-2010 11.50,North,Social Media,Storage,Premium,5.1,0.85,0.0985,12,233,0.0755,2.96,1,28,,119.5212761
4472,04-09-2011 12.00,North,TV,Kitchen,Standard,20.4,0.85,0.2466,,10324,0.0586,5.4,-1,30,1119.02,116.4194412
4473,01-12-2010 15.37,North,Search,Seasonal,Premium,20.16,0.42,0.0752,51,1427,0.0135,2.22,1,21,,194.2523776
4474,20-04-2010 11.24,North,Affiliate,Storage,Premium,20.28,1.69,0.2325,364,8221,0.0308,6.77,0.366025404,60,25572.64,145.2443007
4475,17-11-2011 12.59,North,Social Media,General,Premium,10.2,0.85,0.3378,229,7221,0.0135,1.45,0.366025404,28,2423.76,194.3162714
4476,21-03-2010 11.15,North,Search,Stationery,Standard,8.5,8.5,0.4026,583,11446,0.0977,5.24,1,90,157.73,96.54744765
4477,25-05-2010 12.42,North,Search,Seasonal,Premium,4.2,2.1,0.1964,,7505,0.0719,1.02,-0.366025404,7,16807.15,143.9942722
4478,09-05-2011 14.44,North,Email,Storage,Premium,31.8,7.95,0.3859,471,20079,0.0244,4.8,-0.366025404,21,10562.02,75.89255278
4479,07-07-2011 18.02,North,Social Media,General,Premium,19.8,1.65,0.3116,685,20519,0.0859,5.36,-1.366025404,7,1799.65,115.3305172
4480,04-10-2010 12.45,North,Search,General,Premium,1359.908279,0.85,0.067,229,3309,0.0732,3.54,-0.366025404,7,6449.16,211.2367969
4481,17-10-2011 13.23,North,Search,Storage,Premium,19.8,1.65,,88,1544,0.0096,2.71,-0.366025404,60,4051.63,131.2569713
4482,16-04-2010 10.40,North,Influencer,Storage,Premium,145,1.45,0.2121,845,16339,0.0332,1.73,0.366025404,21,10778.72,240.8844907
4483,01-06-2010 14.40,North,Social Media,Seasonal,Premium,81.6,0.85,0.1267,180,3626,0.0303,2.44,-1,21,1958.69,167.8375083
4484,15-09-2011 16.34,North,Email,Storage,Standard,,1.65,0.1367,426,8615,0.0896,3.55,-1,14,2382.38,139.847566
4485,28-07-2010 12.05,Nort,Affiliate,General,Premium,37.5,3.75,0.2277,431,6971,0.0037,2.41,-1.366025404,90,20736.65,70.21723893
4486,07-07-2011 17.33,North,Search,General,Premium,6.96,0.29,0.0617,256,6432,0.1061,3.16,-1.366025404,90,5011.64,331.6798363
4487,02-11-2010 15.42,North,Email,General,Premium,66.6,5.55,0.1305,451,9439,0.1057,,0.366025404,,2562.49,152.9027683
4488,11-03-2010 18.18,North,Influencer,General,Premium,9.9,4.95,0.0426,131,4273,0.1245,1.79,1,7,697.44,158.5629499
4489,25-09-2011 12.31,North,Affiliate,Stationery,Premium,1.25,1.25,0.1351,195,3792,0.041,4.23,-1,90,2355.43,128.260956
4490,19-05-2011 14.42,North,Social Media,General,Premium,,0.85,0.0743,163,1562,0.012,7.57,-0.366025404,30,638.26,149.700513
4491,01-07-2010 11.59,North,Influencer,Kitchen,Premium,3.75,1.25,,216,1509,0.0209,1.89,-1.366025404,14,1244.18,138.8799539
4492,23-08-2011 15.24,North,Search,Storage,Premium,4.16,2.08,0.1058,262,10584,0.0517,4.31,-1.366025404,14,11923.79,109.3036525
4493,11-12-2009 12.11,North,Social Media,General,Premium,14.75,2.95,0.1964,227,2973,0.0758,3.5,1,60,705.05,154.6455914
4494,28-07-2011 15.58,North,Affiliate,Stationery,Standard,5.04,0.42,0.0618,181,5139,0.137,5.75,-1.366025404,28,675.24,199.0470865
4495,20-07-2011 12.01,North,Email,General,Premium,24.9,4.15,0.0399,323,8601,0.0374,5.36,-1.366025404,60,4819.15,85.81432084
4496,04-07-2010 14.27,North,Social Media,General,Premium,30,1.25,0.2817,249,9066,0.0499,1.63,-1.366025404,21,1472.87,136.3198484
4497,27-05-2010 11.27,North,Email,General,Standard,12.75,12.75,0.4955,310,6739,0.062,,-0.366025404,14,81.91,45.46701924
4498,09-12-2009 14.30,North,Email,General,Standard,4.95,4.95,0.1194,1137,9314,0.0774,5.21,1,21,19.75,104.1749713
4499,21-09-2011 14.40,North,Email,General,Premium,7.38,2.46,0.4939,293,5141,0.0073,2.93,-1,21,5411.25,67.77479851
4500,28-06-2010 15.19,North,Affiliate,General,Premium,17.7,2.95,0.2814,76,1183,0.0296,4.35,-1,30,1447.74,49.26438351
4501,28-04-2011 12.22,North,Search,Stationery,Standard,295,295,0.076,30,603,0.041,6.24,0.366025404,21,585,118.9920309
4502,10-01-2010 14.26,North,Social Media,General,Premium,2.52,0.42,0.3373,15,156,0.0042,6.1,1.366025404,28,114.05,94.32238935
4503,26-11-2010 13.49,North,TV,General,Standard,40.8,0.85,0.5207,316,4870,0.13,4.34,0.366025404,7,421.86,159.8149592
4504,09-12-2010 10.04,North,Email,General,Premium,15,1.25,0.0234,180,1689,0.1147,7.25,1,21,8926.87,178.4275534
4505,27-10-2011 14.04,North,Influencer,Seasonal,Premium,0.76,0.38,0.2903,79,2663,0.047,0.78,-0.366025404,14,1448.54,223.6550925
4506,02-11-2011 10.40,North,Email,General,Budget,25,1.25,0.2963,77,1717,0.0222,6.5,0.366025404,60,405.08,120.8613375
4507,27-04-2010 11.54,North,Search,Storage,Premium,17,0.85,0.319,356,4807,0.0176,4.45,0.366025404,30,3262.56,198.6404074
4508,28-09-2011 11.26,North,social media,Storage,Premium,16.5,1.65,0.0442,664,22841,0.0602,3.6,-1,,915.16,163.1857561
4509,17-05-2010 15.54,North,Influencer,Storage,Premium,15.3,2.55,0.1772,200,2732,0.1999,,-0.366025404,90,1328.78,187.5317907
4510,20-10-2010 13.00,North,Search,Lighting,Premium,2.95,2.95,0.4253,72,4198,0.1204,3.7,-0.366025404,7,367.51,91.31589823
4511,09-03-2010 11.22,North,Search,General,Premium,1.65,1.65,0.1422,261,8481,0.1401,1.77,1,28,4327.23,191.0651995
4512,01-08-2010 11.17,North,Search,General,Premium,23.85,7.95,0.1341,204,2245,0.1281,7.82,-1.366025404,30,9953.99,83.40203329
4513,03-08-2010 14.18,North,Search,General,Premium,3.3,1.65,0.2346,440,13205,0.0249,4.81,-1.366025404,14,694.34,113.1127043
4514,14-07-2011 10.41,Central,Search,General,Standard,91.8,7.65,0.1065,260,4545,0.0416,2.09,-1.366025404,30,2851.88,65.14214359
4515,17-05-2011 14.57,North,Email,Storage,Premium,15.3,2.55,0.3809,364,8532,0.0522,3.91,-0.366025404,21,3023.97,108.4697252
4516,17-12-2009 10.20,North,SocialMedia,Storage,Premium,2.55,2.55,0.0907,57,1067,0.0562,1.59,1,90,99.7,131.4024314
4517,10-11-2011 10.53,North,Email,Stationery,Premium,8.4,0.42,0.0063,114,1763,0.0357,5.15,0.366025404,28,21871.19,204.9112604
4518,01-10-2010 14.59,North,Affiliate,Seasonal,Premium,15,1.25,0.4706,601,48319,0.1151,5.07,-0.366025404,7,475.2,143.0190895
4519,04-02-2010 11.39,North,Social Media,Seasonal,Premium,17.4,1.45,0.2528,379,10202,0.0199,0.95,1.366025404,14,518,181.5602471
4520,04-11-2010 13.32,North,Email,General,Premium,9.3,4.65,0.4395,894,15309,0.0164,4.27,0.366025404,28,1134.29,102.1271476
4521,06-04-2011 10.33,North,Social Media,General,Premium,10.2,0.85,0.5156,266,4676,0.0766,4.61,0.366025404,60,464.4,182.8508725
4522,12-04-2011 16.17,North,Search,General,Premium,15.95,15.95,0.3924,269,5934,0.0017,3.61,0.366025404,30,1608.87,88.6151243
4523,28-07-2011 12.09,North,Email,Storage,Standard,17.7,2.95,0.015,701,10546,0.0887,1.71,-1.366025404,60,300.92,116.1875206
4524,18-03-2011 12.55,North,Social Media,General,Premium,10.95,10.95,0.4315,599,8530,0.0345,3.14,1,7,7991.4,85.27436529
4525,09-04-2010 11.41,North,social Media,General,Premium,2004.818064,3.75,0.5165,35,346,0.0883,4.08,0.366025404,14,124.2,141.8784323
4526,18-08-2010 17.41,North,Social Media,Storage,Standard,1.25,1.25,0.3037,55,982,0.004,3.56,-1.366025404,90,431.66,93.51353791
4527,07-08-2011 14.34,North,Search,General,Premium,3.48,0.29,0.395,335,5359,0.129,2.14,-1.366025404,28,,317.4071284
4528,29-09-2010 12.23,North,Email,General,Premium,17.85,5.95,0.5044,303,9585,0.0801,2.59,-1,21,1111.82,77.30177683
4529,04-12-2009 15.41,North,Search,Storage,Premium,10.5,0.42,0.0913,348,7167,0.0617,8.13,1,90,51,278.3222663
4530,24-08-2011 13.55,North,Search,Storage,Premium,30,1.25,0.3223,689,15121,0.1444,5.37,-1.366025404,7,1883.02,159.7658786
4531,06-05-2010 9.16,North,TV,Stationery,Standard,15,1.25,0.0295,149,1999,0.1508,3.58,-0.366025404,7,146.62,121.3540574
4532,22-08-2011 13.32,North,Social Media,Storage,Premium,13.2,0.55,0.15,528,11372,0.0769,5.54,-1.366025404,21,,229.808774
4533,23-05-2011 8.31,North,Influencer,Kitchen,Budget,1746.045818,10.4,0.6,34,379,0.0366,5.05,-0.366025404,14,10.4,72.83982451
4534,02-12-2011 16.34,North,Email,Storage,Premium,10.08,0.42,0.1622,293,5910,0.0129,4.81,1,14,1568.37,225.1733149
4535,31-08-2010 13.51,North,Influencer,General,Premium,,1.25,0.0755,303,4573,0.0037,5.51,-1.366025404,90,8576.07,148.0465834
4536,30-01-2011 13.48,North,Influencer,Seasonal,Premium,5.1,2.55,0.5304,120,1214,0.1092,5.05,1.366025404,7,5253.54,122.0934315
4537,20-11-2011 14.14,North,Search,General,Premium,3.75,3.75,0.3071,90,2409,0.0365,8.52,0.366025404,28,948.8,66.47262519
4538,18-01-2011 15.37,North,Influencer,Seasonal,Premium,7.5,3.75,0.2818,488,2701,0.076,7.49,1.366025404,30,7221,139.5348249
4539,21-10-2010 16.30,North,Email,Lighting,Standard,9.9,4.95,0.0578,304,11212,,3.07,-0.366025404,14,,111.1112681
4540,15-02-2011 9.52,West,Search,Kitchen,Premium,114.48,0.53,0.1961,311,13869,0.0209,2.67,1.366025404,7,29980.26,275.7693242
4541,17-11-2010 13.50,North,Search,Seasonal,Premium,12.75,4.25,0.0666,41,719,0.0683,4.47,0.366025404,60,2110.16,115.7403236
4542,29-10-2010,North,Social Media,Storage,Premium,8.5,0.85,0.142,393,15693,0.0051,1.88,-0.366025404,21,1605.3,213.6002171
4543,16-09-2011 13.31,North,TV,General,Premium,3.3,1.65,0.0889,227,6091,0.0841,2.18,-1,,103032.23,139.9007865
4544,23-04-2010 11.36,North,Affiliate,General,Premium,6.7,3.35,0.4071,117,713,0.0108,8.12,0.366025404,14,2903.43,65.42265119
4545,09-02-2010 16.18,North,Search,General,Premium,2.95,2.95,0.0346,325,5967,0.0248,2.15,1.366025404,30,5653.14,117.3468397
4546,22-02-2010 17.10,North,Affiliate,Stationery,Premium,5.04,0.42,0.2738,203,11439,0.022,2.24,1.366025404,60,2137.62,208.8674895
4547,21-11-2011 10.02,North,TV,General,Premium,9.96,0.83,0.1708,76,1737,0.0674,4.87,0.366025404,14,282717.58,126.1673408
4548,19-10-2011 15.26,North,Email,Stationery,Premium,24.96,2.08,0.0455,43,891,0.0431,4.61,-0.366025404,28,4732.26,96.90015025
4549,25-07-2010 15.40,North,TV,General,Premium,1.68,0.42,0.3495,131,3271,0.2353,1.66,-1.366025404,90,707.21,184.8014566
4550,17-03-2011 13.20,North,Search,General,Premium,8.4,2.1,0.2606,385,6819,0.0284,3.84,1,30,553.87,127.0406453
4551,30-03-2011 13.14,North,Social Media,General,Premium,25.2,2.1,0.0819,323,13337,0.0098,3.35,1,7,2277.75,151.8292286
4552,06-10-2011 14.50,East,Social Media,Seasonal,Premium,4.25,0.85,0.5148,305,5149,0.0432,3.88,-0.366025404,14,6629.56,165.7129216
4553,12-10-2010 11.39,North,Email,Storage,Premium,,2.55,,396,13485,0.133,7.17,-0.366025404,28,4572.35,137.5648581
4554,18-11-2010 19.55,North,Search,Storage,Premium,7.8,1.95,0.1814,371,8155,0.2168,0.77,0.366025404,14,3731.64,219.5939674
4555,29-11-2011 11.05,North,TV,General,Standard,2.95,2.95,0.3332,4,230,0.0614,4.66,0.366025404,7,372.27,54.05223236
4556,07-10-2010 10.29,North,TV,General,Premium,4.25,4.25,0.4429,122,3626,0.0024,4.4,-0.366025404,21,1277.59,55.0550186
4557,26-04-2010 11.36,North,Search,Lighting,Premium,15,3.75,0.2207,54,921,0.1322,3.15,0.366025404,60,1398.51,143.8316871
4558,26-05-2010 14.07,East,Social Media,Kitchen,Standard,13.52,1.69,0.4773,207,3713,0.1103,5.01,-0.366025404,28,378.41,130.5948265
4559,01-12-2010 11.33,North,Email,Kitchen,Premium,22,2.75,0.0703,318,2470,,2.32,1,14,48158.44,153.8483439
4560,29-10-2010 17.26,North,Search,General,Premium,5.07,1.69,0.55,234,8296,0.1146,4.41,-0.366025404,,1796.18,121.8858434
4561,09-12-2009 14.02,North,Influencer,General,Premium,3.75,3.75,0.459,431,20935,0.1615,3.2,1,14,257.4,138.721548
4562,06-11-2011 13.53,North,TV,Stationery,Standard,17.7,2.95,0.1917,701,8760,0.0446,4.22,0.366025404,14,139.21,91.24443596
4563,02-12-2010 12.09,North,Social Media,Seasonal,Premium,10.2,0.85,0.2127,481,7827,0.0201,2.96,1,60,7109.46,214.4903374
4564,04-12-2011 14.55,North,Search,General,Standard,2.9,1.45,0.397,150,1413,0.0096,5.17,1,60,375.58,104.8449653
4565,27-09-2010 10.39,North,Social Media,Kitchen,Premium,17.7,2.95,0.1324,524,15060,0.043,2.48,-1,60,3186.89,132.3199225
4566,08-11-2010 14.51,North,Search,General,Standard,19.8,1.65,0.1985,253,3853,0.042,5.8,0.366025404,60,376.85,152.7410257
4567,05-10-2010 11.15,North,Social Media,General,Standard,17,0.85,0.2173,258,2311,0.0096,1.71,-0.366025404,90,319.8,203.219151
4568,23-10-2011 15.29,North,Search,Storage,Premium,1.17,0.39,0.331,105,1447,0.1158,1.1,-0.366025404,14,1030.86,227.2461997
4569,24-08-2011 13.26,North,Influencer,General,Premium,23.4,0.39,0.4749,273,5548,0.0272,2.05,-1.366025404,30,176511.43,245.6389906
4570,17-10-2010 12.34,North,Affiliate,Seasonal,Premium,1.25,1.25,0.0316,303,4497,0.0422,6.46,-0.366025404,14,1204.55,108.0661862
4571,12-10-2010 11.34,North,Social Media,General,Premium,39.22,1.06,0.1085,65,1974,0.0202,,-0.366025404,90,1219.13,146.1002193
4572,20-05-2011 14.47,North,Search,Seasonal,Standard,17.4,1.45,0.2446,582,7027,0.1144,5.7,-0.366025404,14,1000.58,172.6843029
4573,01-03-2010 15.36,North,social Media,Storage,Premium,19.8,1.65,0.2946,132,3218,0.0063,5.12,1,21,683.46,129.9583312
4574,09-04-2010 14.38,North,Search,General,Premium,10.2,0.85,0.1786,,6501,0.0711,6.71,0.366025404,60,1613.21,205.4484233
4575,21-06-2010 11.55,North,Influencer,Storage,Premium,4.95,1.65,0.1916,705,27611,0.0481,5.93,-1,90,1915.64,152.8417028
4576,16-04-2010 11.35,North,Search,General,Budget,17.85,5.95,0.1043,437,8334,0.0395,5.32,0.366025404,21,228.69,108.7541792
4577,03-12-2010 17.28,North,Affiliate,General,Standard,13.52,1.69,0.4039,1010,19202,0.0377,2.66,1,60,60.55,149.970709
4578,22-09-2011 14.11,North,Affiliate,Stationery,Premium,30,1.25,,93,910,0.0464,4.93,-1,,3121.62,83.21671614
4579,29-11-2010 12.33,North,Email,General,Premium,3.48,0.29,0.0643,256,3061,0.0598,7.13,0.366025404,30,7064.15,292.0413107
4580,04-02-2010 19.34,North,Search,Seasonal,Premium,3.4,0.85,0.2744,86,1830,0.0064,4.73,1.366025404,14,972.9,124.9694733
4581,11-07-2011 14.47,East,Email,General,Standard,5.04,0.42,0.3008,116,837,0.0443,6.48,-1.366025404,28,1153.63,152.9196584
4582,02-09-2011 9.45,North,Affiliate,General,Premium,12.48,2.08,0.2359,183,9573,0.129,4.91,-1,21,1783.72,105.9181223
4583,27-10-2011 20.09,North,Email,Storage,Premium,9.75,1.95,0.1531,270,8872,0.0038,3.78,-0.366025404,90,5203.57,117.8680757
4584,28-11-2010 14.13,North,Search,Kitchen,Premium,11.92,1.49,0.2107,141,945,0.0563,7.43,0.366025404,30,2529.05,147.1868132
4585,12-05-2010 16.03,North,Social Media,Storage,Premium,6.35,6.35,0.3633,135,-2351,0.0227,3.88,-0.366025404,28,213.89,74.17547857
4586,03-10-2010 11.01,North,Social Media,Stationery,Standard,17.4,1.45,0.0196,256,5855,0.0699,5.43,-0.366025404,21,474.6,156.8593682
4587,28-09-2011 13.43,North,Social Media,General,Premium,38.25,12.75,0.3939,1314,51822,0.1463,5.48,-1,30,3352.25,82.57390395
4588,24-10-2010 13.01,North,Influencer,Seasonal,Premium,5.1,0.85,0.0373,320,5570,0.0796,,-0.366025404,90,1813.29,238.9259377
4589,28-11-2010 14.57,North,Affiliate,Storage,Premium,5,1.25,0.1531,568,6892,0.0895,6.78,0.366025404,21,996.29,153.3119737
4590,08-07-2011 13.37,North,Social Media,Storage,Premium,15,1.25,0.1652,500,14915,0.033,7.08,-1.366025404,21,2926.752,132.3459448
4591,22-09-2011 17.15,NORTH,Social Media,General,Budget,15,1.25,0.0324,76,2758,0.0285,4.62,-1,90,327.72,118.8972508
4592,24-11-2011 8.44,North,Affiliate,Seasonal,Premium,18.72,0.39,0.6,185,5913,0.0664,4.69,0.366025404,30,284968.83,222.2496382
4593,25-11-2010 15.59,North,Email,General,Budget,0.65,0.65,0.4643,65,-2031,0.0557,4.83,0.366025404,90,442.14,123.0781848
4594,27-01-2010 10.56,North,Influencer,Seasonal,Standard,19.9,9.95,0.3103,190,4212,0.0165,4.51,1.366025404,28,348.61,92.20781493
4595,06-01-2011 11.12,West,Search,Stationery,Premium,102,4.25,0.3016,397,7877,,2.52,1.366025404,30,25670.2,151.8327011
4596,17-11-2011 12.21,North,Social Media,Stationery,Premium,10.5,0.42,0.0729,301,5005,0.1249,3.35,0.366025404,21,2125.05,315.6420939
4597,14-11-2011 9.05,North,Search,General,Premium,9.36,0.39,0.147,184,4667,0.0422,4.65,0.366025404,7,1690.76,240.3864605
4598,22-03-2011 17.00,North,Search,General,Premium,9.75,1.95,0.0599,209,2467,0.0325,3.21,1,30,6362.99,146.2047191
4599,27-05-2010 16.54,North,Email,Storage,Premium,,0.85,0.042,344,13892,0.0139,2.3,-0.366025404,28,1476.07,185.0306707
